Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Tiny_URL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
religion.wikia.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
www.getresponse.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
www.edhelper.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
www.bastelitis.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
www.toltyarnandwool.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.oasisscientific.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.guiadoexcel.com.br,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.browneyedbaker.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0
shodhganga.inflibnet.ac.in,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
store.directsupply.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vokrugsveta.ua,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.fairlist.cz,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ayumilove.wordpress.com,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
www.incom.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
solar-center.stanford.edu,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
www.jornaldaparaiba.com.br,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bknmu.edu.in,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
www.devcurry.com,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
ikzo.pro,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
www.dpreview.com,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
www.mmorpg.com,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
www.thebalancedmamas.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.fm-arena.de,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
www.ablebits.com,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0
tlvwellness.wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.slope-mower.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
en.academic.ru,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
laracasts.com,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0
www.ghacks.net,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
www.music-for-music-teachers.com,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
www.universonline.it,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.harborfreight.com,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0
www.transangels.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.facebook.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wiki.osdev.org,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
caramiezone.blogspot.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
www.athleticpropulsionlabs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.pcmag.com,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
www.rentokil.co.za,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.jmtstore.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.roblox.com,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
www.historyvshollywood.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
www.pendrivelinux.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
navelec.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
www.criaderodecaracoles.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aprendaeletricidade.blogspot.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
fav-reco.work,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
digital-photography-school.com,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
www.saxoprint.co.uk,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
www.maria-black.com,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
searchnetworking.techtarget.com,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
www.ethermanage.com,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
www.starhub.com,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0
www.premiersoftware.co.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
www.strong.tv,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0
www.virzoom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.choixpc.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.merriam-webster.com,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
www.learnbi.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.lovebugprobiotics.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.savethechildren.org,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
www.webopedia.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
www.elnabaa.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
techterms.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
www.easternflorida.edu,0,0,1,5,0,0,0,1,0,0,1,1,0,0,0,0,0
www.libelista.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
www.michurinsk.ru,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
www.iscriba.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
matwbn.icm.edu.pl,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
www.checkpoint.com,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0
www.mydearvalentine.com,0,0,0,2,0,0,0,1,0,1,0,0,1,1,1,1,0
andash.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
www.eldersdigest.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
